IC,NNG,JKB,JKS,NP,JX,MAG,VA,EC,VV,VX,XSN,VA-I,JKO,EF,VV-I,ETM,SF,VCP,XSA-I,XSV,VCN,XR,NNB,EP,MAJ,VV-R,SL,SN,MM,ETN,JKG,NNP,XSA,JC,NR,Z_CODA,JKC,XPN,VA-R,JKQ,JKV,SSC
,달,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,양쪽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요양원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,치매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,씨씨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티브이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,어르신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,행동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,위험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,긴장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,만약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자녀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,양쪽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,나중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,케어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,문제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요양원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,도우미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,직장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,하기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,필요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,케어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,둘이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,감당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,주변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,케어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,두려움,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혼자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결론,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,양쪽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,케어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,독거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,노인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,의지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,운동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,근육,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,치매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,질병,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,노력,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,장례식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,초대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,외향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,내향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혈액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,측정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,회사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,조사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,테스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,무리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,회사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혈액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혈액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,우리나라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,확대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개념,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,확대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개념,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,서로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그룹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그룹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,돈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,판단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,무리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,스트레스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,인생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,스트레스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상대방,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,위주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경쟁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,파악,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,프로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,앱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,테스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,계속,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,신경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,신경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구성원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,식구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,고모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사촌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아래,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,위,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수평,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,몸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,실천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,체크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,수영장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,인원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,샤워실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,주장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,목소리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,톤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,욕설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,거리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,짐작,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얼굴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,불,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,느낌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,눈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,몸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,주변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얼굴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얼굴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,조심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대응,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
